BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63004461,Carterton,,,E12000008,South East,Whole,4584
E63004462,Great Kimble,,,E12000008,South East,Whole,4585
E63004463,Lower Nazeing,,,E12000006,East of England,Whole,4586
E63004464,Sutton (West Oxfordshire),,,E12000008,South East,Whole,4587
E63004465,Hardwick (West Oxfordshire),,,E12000008,South East,Whole,4588
E63004466,Writtle,,,E12000006,East of England,Whole,4589
E63004467,Bisley (Stroud),,,E12000009,South West,Whole,4590
E63004468,Bream,,,E12000009,South West,Whole,4591
E63004469,Colney Heath,,,E12000006,East of England,Whole,4592
E63004470,Wheatley,,,E12000008,South East,Whole,4593
E63004471,Thame,,,E12000008,South East,Whole,4594
E63004472,Welham Green,,,E12000006,East of England,Whole,4595
E63004473,Ramsey Island,,,E12000006,East of England,Whole,4596
E63004474,Stonehouse (Stroud),,,E12000009,South West,Whole,4597
E63004475,Stanton Harcourt,,,E12000008,South East,Whole,4598
E63004476,Danbury,,,E12000006,East of England,Whole,4599
E63004477,Eastleach Turville,,,E12000009,South West,Whole,4600
E63004478,Ashley Green,,,E12000008,South East,Whole,4601
E63004479,Eastington,,,E12000009,South West,Whole,4602
E63004536,Steeple,,,E12000006,East of England,Whole,4603
E63004537,Lydney,,,E12000009,South West,Whole,4604
E63004538,Coopersale,,,E12000006,East of England,Whole,4605
E63004539,Galleywood,,,E12000006,East of England,Whole,4606
E63004540,Great Milton,,,E12000008,South East,Whole,4607
E63004541,Chesham,,,E12000008,South East,Whole,4608
E63004542,Cheshunt,,,E12000006,East of England,Whole,4609
E63004543,Chipping Ongar,,,E12000006,East of England,Whole,4610
E63004544,Woodchester,,,E12000009,South West,Whole,4611
E63004545,Bicknacre,,,E12000006,East of England,Whole,4612
E63004546,Brimscombe and Thrupp,,,E12000009,South West,Whole,4613
E63004547,Langford (West Oxfordshire),,,E12000008,South East,Whole,4614
E63004548,Northaw,,,E12000006,East of England,Whole,4615
E63004549,Colney Street,,,E12000006,East of England,Whole,4616
E63004550,Garsington,,,E12000008,South East,Whole,4617
E63004551,Abbots Langley and Kings Langley,,,E12000006,East of England,Whole,4618
E63004552,Sharpness,,,E12000009,South West,Whole,4619
E63004553,Bricket Wood,,,E12000006,East of England,Whole,4620
E63004554,South Heath,,,E12000008,South East,Whole,4621
E63004555,Purleigh,,,E12000006,East of England,Whole,4622
E63004556,Ley Hill,,,E12000008,South East,Whole,4623
E63004557,Ampney Crucis,,,E12000009,South West,Whole,4624
E63004558,Boars Hill,,,E12000008,South East,Whole,4625
E63004559,Blackmore,,,E12000006,East of England,Whole,4626
E63004560,Mayland,,,E12000006,East of England,Whole,4627
E63004561,Chipperfield,,,E12000006,East of England,Whole,4628
E63004562,Margaretting,,,E12000006,East of England,Whole,4629
E63004563,Shenleybury,,,E12000006,East of England,Whole,4630
E63004564,Aylburton,,,E12000009,South West,Whole,4631
E63004565,Great Haseley,,,E12000008,South East,Whole,4632
E63004566,Paslow Wood Common,,,E12000006,East of England,Whole,4633
E63004567,Clanfield (West Oxfordshire),,,E12000008,South East,Whole,4634
E63004568,Sandford-on-Thames,,,E12000008,South East,Whole,4635
E63004569,Epping,,,E12000006,East of England,Whole,4636
E63004570,Amberley (Stroud),,,E12000009,South West,Whole,4637
E63004571,Tetsworth,,,E12000008,South East,Whole,4638
E63004572,Sydenham,,,E12000008,South East,Whole,4639
E63004573,Potters Bar,,,E12000006,East of England,Whole,4640
E63004574,Hogpits Bottom,,,E12000006,East of England,Whole,4641
E63004575,Appleton,,,E12000008,South East,Whole,4642
E63004576,Cirencester,,,E12000009,South West,Whole,4643
E63004577,East Hanningfield,,,E12000006,East of England,Whole,4644
E63004578,Kennington,,,E12000008,South East,Whole,4645
E63004579,Fairford,,,E12000009,South West,Whole,4646
E63004486,Askett and Whiteleaf,,,E12000008,South East,Whole,4647
E63004588,South Mimms,,,E12000006,East of England,Whole,4648
E63004385,Tolleshunt Major,,,E12000006,East of England,Whole,4649
E63004657,Kemble,,,E12000009,South West,Whole,4650
E63004386,Matching Green,,,E12000006,East of England,Whole,4651
E63004387,Coleford (Forest of Dean),,,E12000009,South West,Whole,4652
E63004388,Cassington,,,E12000008,South East,Whole,4653
E63004389,Broadwell and Coalway,,,E12000009,South West,Whole,4654
E63004390,Weston Turville,,,E12000008,South East,Whole,4655
E63004391,Minster Lovell,,,E12000008,South East,Whole,4656
E63004392,Dinton (Buckinghamshire),,,E12000008,South East,Whole,4657
E63004393,Chearsley,,,E12000008,South East,Whole,4658
E63004394,Letty Green,,,E12000006,East of England,Whole,4659
E63004395,Stoke Mandeville,,,E12000008,South East,Whole,4660
E63004396,Nounsley,,,E12000006,East of England,Whole,4661
E63004397,Sandridge,,,E12000006,East of England,Whole,4662
E63004398,Tollesbury,,,E12000006,East of England,Whole,4663
E63004399,Whiteway,,,E12000009,South West,Whole,4664
E63004400,Sheepscombe,,,E12000009,South West,Whole,4665
E63004401,Bishopstone (Buckinghamshire),,,E12000008,South East,Whole,4666
E63004402,Wigginton (Dacorum),,,E12000006,East of England,Whole,4667
E63004403,Rendcomb,,,E12000009,South West,Whole,4668
E63004404,Halton (Buckinghamshire),,,E12000008,South East,Whole,4669
E63004589,Waltham Cross,,,E12000006,East of England,Part,4670
E63004405,Witney,,,E12000008,South East,Whole,4671
E63004658,Hughenden Valley,,,E12000008,South East,Whole,4672
E63004589,Waltham Cross,,,E12000007,London,Part,4673
E63004406,Roydon (Epping Forest),,,E12000006,East of England,Whole,4674
E63004659,Letchmore Heath,,,E12000006,East of England,Whole,4675
E63004487,Woodham Mortimer,,,E12000006,East of England,Whole,4676
E63004590,Wootton (Vale of White Horse),,,E12000008,South East,Whole,4677
E63004407,Boreham,,,E12000006,East of England,Whole,4678
E63004591,Woolaston,,,E12000009,South West,Whole,4679
E63004660,South Woodham Ferrers,,,E12000006,East of England,Whole,4680
E63004488,Ryeford,,,E12000009,South West,Whole,4681
E63004592,Waltham Abbey,,,E12000006,East of England,Whole,4682
E63004489,North Weald Bassett,,,E12000006,East of England,Whole,4683
E63004661,South Cerney,,,E12000009,South West,Whole,4684
E63004593,Fryerning,,,E12000006,East of England,Whole,4685
E63004490,Epping Upland,,,E12000006,East of England,Whole,4686
E63004662,Frilford,,,E12000008,South East,Whole,4687
E63004408,Harlow,,,E12000006,East of England,Whole,4688
E63004594,Woodham Ferrers,,,E12000006,East of England,Whole,4689
E63004491,Brighthampton,,,E12000008,South East,Whole,4690
E63004663,Little Chalfont,,,E12000008,South East,Whole,4691
E63004409,Wolvercote,,,E12000008,South East,Whole,4692
E63004595,Latchingdon,,,E12000006,East of England,Whole,4693
E63004492,Thornwood Common,,,E12000006,East of England,Whole,4694
E63004664,Down Ampney,,,E12000009,South West,Whole,4695
E63004410,Worminghall,,,E12000008,South East,Whole,4696
E63004596,Lacey Green and Loosley Row,,,E12000008,South East,Whole,4697
E63004493,Longwick,,,E12000008,South East,Whole,4698
E63004665,Borehamwood,,,E12000006,East of England,Part,4699
E63004411,Edge,,,E12000009,South West,Whole,4700
E63004597,Prestwood and Great Missenden,,,E12000008,South East,Whole,4701
E63004494,Alvescot,,,E12000008,South East,Whole,4702
E63004665,Borehamwood,,,E12000007,London,Part,4703
E63004412,Painswick,,,E12000009,South West,Whole,4704
E63004598,Upthorpe (Stroud),,,E12000009,South West,Whole,4705
E63004599,Commonwood,,,E12000006,East of England,Whole,4706
E63004600,Cold Norton (Maldon),,,E12000006,East of England,Whole,4707
E63004601,Nympsfield,,,E12000009,South West,Whole,4708
E63004602,Stondon Massey,,,E12000006,East of England,Whole,4709
E63004603,Box (Stroud),,,E12000009,South West,Whole,4710
E63004604,Cam,,,E12000009,South West,Whole,4711
E63004605,Speen,,,E12000008,South East,Whole,4712
E63004606,Lechlade-on-Thames,,,E12000009,South West,Whole,4713
E63004607,Hyde Heath,,,E12000008,South East,Whole,4714
E63004608,Meysey Hampton,,,E12000009,South West,Whole,4715
E63004609,West Hanningfield,,,E12000006,East of England,Whole,4716
E63004610,Southminster,,,E12000006,East of England,Whole,4717
E63004611,Radlett,,,E12000006,East of England,Whole,4718
E63004612,Nailsworth,,,E12000009,South West,Whole,4719
E63004613,Siddington,,,E12000009,South West,Whole,4720
E63004614,Marsh Baldon,,,E12000008,South East,Whole,4721
E63004615,Kingston Blount,,,E12000008,South East,Whole,4722
E63004616,Cothill,,,E12000008,South East,Whole,4723
E63004617,Ingatestone,,,E12000006,East of England,Whole,4724
E63004618,Berkeley,,,E12000009,South West,Whole,4725
E63004619,Sarratt,,,E12000006,East of England,Whole,4726
E63004620,Clapton,,,E12000009,South West,Whole,4727
E63004621,Doddinghurst,,,E12000006,East of England,Whole,4728
E63004622,Longworth,,,E12000008,South East,Whole,4729
E63004623,Althorne,,,E12000006,East of England,Whole,4730
E63004624,Theydon Bois,,,E12000006,East of England,Whole,4731
E63004625,Radley,,,E12000008,South East,Whole,4732
E63004626,Little Kingshill,,,E12000008,South East,Whole,4733
E63004627,Shippon,,,E12000008,South East,Whole,4734
E63004628,Aston Rowant,,,E12000008,South East,Whole,4735
E63004413,Eynsham,,,E12000008,South East,Whole,4736
E63004414,Stanton St John,,,E12000008,South East,Whole,4737
E63004415,Saul,,,E12000009,South West,Whole,4738
E63004416,Milkwall,,,E12000009,South West,Whole,4739
E63004417,Langford (Maldon),,,E12000006,East of England,Whole,4740
E63004418,Goldhanger,,,E12000006,East of England,Whole,4741
E63004419,Long Crendon,,,E12000008,South East,Whole,4742
E63004420,Potten End,,,E12000006,East of England,Whole,4743
E63004421,Hatfield,,,E12000006,East of England,Whole,4744
E63004422,Haddenham (Buckinghamshire),,,E12000008,South East,Whole,4745
E63004423,Essendon,,,E12000006,East of England,Whole,4746
E63004424,Curbridge (West Oxfordshire),,,E12000008,South East,Whole,4747
E63004425,Bayford,,,E12000006,East of England,Whole,4748
E63004426,Wendover,,,E12000008,South East,Whole,4749
E63004427,Hoddesdon,,,E12000006,East of England,Whole,4750
E63004428,Whitminster,,,E12000009,South West,Whole,4751
E63004429,Roxwell,,,E12000006,East of England,Whole,4752
E63004430,Frampton on Severn,,,E12000009,South West,Whole,4753
E63004666,Cryers Hill,,,E12000008,South East,Whole,4754
E63004667,Kempsford,,,E12000009,South West,Whole,4755
E63004668,Marcham,,,E12000008,South East,Whole,4756
E63004669,Loughton,,,E12000006,East of England,Whole,4757
E63004670,Abridge,,,E12000006,East of England,Whole,4758
E63004671,The City,,,E12000008,South East,Whole,4759
E63004672,Woodcroft,,,E12000009,South West,Whole,4760
E63004673,Burnham-on-Crouch,,,E12000006,East of England,Whole,4761
E63004674,Brock Hill,,,E12000006,East of England,Whole,4762
E63004675,Drayton St Leonard,,,E12000008,South East,Whole,4763
E63004676,Rodmarton,,,E12000009,South West,Whole,4764
E63004677,Berinsfield,,,E12000008,South East,Whole,4765
E63004495,Chawley,,,E12000008,South East,Whole,4766
E63004496,St Briavels,,,E12000009,South West,Whole,4767
E63004497,Brookmans Park,,,E12000006,East of England,Whole,4768
E63004498,Sandon,,,E12000006,East of England,Whole,4769
E63004499,Quenington,,,E12000009,South West,Whole,4770
E63004500,Kencot,,,E12000008,South East,Whole,4771
E63004501,Shelley (Epping Forest),,,E12000006,East of England,Whole,4772
E63004502,Filkins,,,E12000008,South East,Whole,4773
E63004503,Black Bourton,,,E12000008,South East,Whole,4774
E63004504,Cumnor,,,E12000008,South East,Whole,4775
E63004505,Rucklers Lane,,,E12000006,East of England,Whole,4776
E63004506,Park Street and Frogmore,,,E12000006,East of England,Whole,4777
E63004507,Gay Bowers,,,E12000006,East of England,Whole,4778
E63004508,Lee Common,,,E12000008,South East,Whole,4779
E63004509,Chiswell Green,,,E12000006,East of England,Whole,4780
E63004510,Slimbridge,,,E12000009,South West,Whole,4781
E63004511,Cambridge (Stroud),,,E12000009,South West,Whole,4782
E63004512,Chartridge,,,E12000008,South East,Whole,4783
E63004513,Stratton (Cotswold),,,E12000009,South West,Whole,4784
E63004514,Bovingdon,,,E12000006,East of England,Whole,4785
E63004515,Lye Green,,,E12000008,South East,Whole,4786
E63004516,Tillingham,,,E12000006,East of England,Whole,4787
