BUA22CD,BUA22NM,BUA22NMW,BUA22NMG,RGN22CD,RGN22NM,WHOLE_PART,ObjectId
E63001015,Saxby All Saints,,,E12000003,Yorkshire and The Humber,Whole,1023
E63001016,Holmeswood,,,E12000002,North West,Whole,1024
E63001017,Huddersfield,,,E12000003,Yorkshire and The Humber,Whole,1025
E63001018,Wardle (Rochdale),,,E12000002,North West,Whole,1026
E63001019,Kirk Smeaton and Little Smeaton,,,E12000003,Yorkshire and The Humber,Whole,1027
E63001020,Crigglestone and Durkar,,,E12000003,Yorkshire and The Humber,Whole,1028
E63001021,Netherton (Wakefield),,,E12000003,Yorkshire and The Humber,Whole,1029
E63001022,Littleborough,,,E12000002,North West,Whole,1030
E63001023,Scapegoat Hill,,,E12000003,Yorkshire and The Humber,Whole,1031
E63001024,Ackworth Moor Top,,,E12000003,Yorkshire and The Humber,Whole,1032
E63001025,South Killingholme,,,E12000003,Yorkshire and The Humber,Whole,1033
E63001026,Eastoft,,,E12000003,Yorkshire and The Humber,Whole,1034
E63001027,Thorpe Audlin,,,E12000003,Yorkshire and The Humber,Whole,1035
E63001028,Wootton (North Lincolnshire),,,E12000003,Yorkshire and The Humber,Whole,1036
E63001029,Southport,,,E12000002,North West,Whole,1037
E63001030,Chapeltown,,,E12000002,North West,Whole,1038
E63001031,Grange Moor,,,E12000003,Yorkshire and The Humber,Whole,1039
E63001032,Rufford (West Lancashire),,,E12000002,North West,Whole,1040
E63001033,Moorends,,,E12000003,Yorkshire and The Humber,Whole,1041
E63001034,Bolster Moor,,,E12000003,Yorkshire and The Humber,Whole,1042
E63001035,Charnock Richard,,,E12000002,North West,Whole,1043
E63001036,Bonby,,,E12000003,Yorkshire and The Humber,Whole,1044
E63001037,Ramsbottom,,,E12000002,North West,Whole,1045
E63001038,Heath Charnock,,,E12000002,North West,Whole,1046
E63001039,Hall Green,,,E12000003,Yorkshire and The Humber,Whole,1047
E63001040,Immingham,,,E12000003,Yorkshire and The Humber,Whole,1048
E63001041,Norton (Doncaster),,,E12000003,Yorkshire and The Humber,Whole,1049
E63001042,Flockton,,,E12000003,Yorkshire and The Humber,Whole,1050
E63001043,Lepton,,,E12000003,Yorkshire and The Humber,Whole,1051
E63001143,Delph,,,E12000002,North West,Whole,1052
E63000944,Patrington,,,E12000003,Yorkshire and The Humber,Whole,1053
E63001144,Cawthorne,,,E12000003,Yorkshire and The Humber,Whole,1054
E63001145,Belton (North Lincolnshire),,,E12000003,Yorkshire and The Humber,Whole,1055
E63001146,Holmfirth,,,E12000003,Yorkshire and The Humber,Whole,1056
E63001147,Birch,,,E12000002,North West,Whole,1057
E63001148,Barugh Green and Redbrook,,,E12000003,Yorkshire and The Humber,Whole,1058
E63001149,Cleethorpes,,,E12000003,Yorkshire and The Humber,Whole,1059
E63001150,Chew Moor,,,E12000002,North West,Whole,1060
E63001151,Radcliffe,,,E12000002,North West,Whole,1061
E63001152,Ormskirk,,,E12000002,North West,Whole,1062
E63001153,Little Lever,,,E12000002,North West,Whole,1063
E63001154,Brigg,,,E12000003,Yorkshire and The Humber,Whole,1064
E63001155,Formby,,,E12000002,North West,Whole,1065
E63001156,Scholes (near Hade Edge),,,E12000003,Yorkshire and The Humber,Whole,1066
E63001157,Kirk Sandall and Edenthorpe,,,E12000003,Yorkshire and The Humber,Whole,1067
E63001158,Upper Denby,,,E12000003,Yorkshire and The Humber,Whole,1068
E63001159,Wingates,,,E12000002,North West,Whole,1069
E63001160,Barnsley,,,E12000003,Yorkshire and The Humber,Whole,1070
E63001161,Scawby Brook,,,E12000003,Yorkshire and The Humber,Whole,1071
E63001162,Hunger Hill (Bolton),,,E12000002,North West,Whole,1072
E63001163,Arksey,,,E12000003,Yorkshire and The Humber,Whole,1073
E63001164,Holmbridge,,,E12000003,Yorkshire and The Humber,Whole,1074
E63001165,Dobcross,,,E12000002,North West,Whole,1075
E63001166,Laceby,,,E12000003,Yorkshire and The Humber,Whole,1076
E63001167,Skelmersdale,,,E12000002,North West,Whole,1077
E63001168,Middleton (Rochdale),,,E12000002,North West,Whole,1078
E63001169,Great Houghton (Barnsley),,,E12000003,Yorkshire and The Humber,Whole,1079
E63001170,West Butterwick,,,E12000003,Yorkshire and The Humber,Whole,1080
E63001171,Hatfield Woodhouse,,,E12000003,Yorkshire and The Humber,Whole,1081
E63001172,Farnworth,,,E12000002,North West,Whole,1082
E63001173,Whitefield,,,E12000002,North West,Whole,1083
E63001174,Ingbirchworth,,,E12000003,Yorkshire and The Humber,Whole,1084
E63001175,Simister,,,E12000002,North West,Whole,1085
E63001176,Silkstone,,,E12000003,Yorkshire and The Humber,Whole,1086
E63001177,Wigan,,,E12000002,North West,Whole,1087
E63001178,Thurnscoe,,,E12000003,Yorkshire and The Humber,Whole,1088
E63001179,Westhoughton,,,E12000002,North West,Whole,1089
E63001180,Humberston and New Waltham,,,E12000003,Yorkshire and The Humber,Part,1090
E63001180,Humberston and New Waltham,,,E12000004,East Midlands,Part,1091
E63001181,Dodworth,,,E12000003,Yorkshire and The Humber,Whole,1092
E63001182,Uppermill,,,E12000002,North West,Whole,1093
E63001183,Hade Edge,,,E12000003,Yorkshire and The Humber,Whole,1094
E63001184,Scawthorpe and Cusworth,,,E12000003,Yorkshire and The Humber,Whole,1095
E63001185,Scawby,,,E12000003,Yorkshire and The Humber,Whole,1096
E63001186,Rhodes,,,E12000002,North West,Whole,1097
E63001187,Kearsley,,,E12000002,North West,Whole,1098
E63001188,Aughton,,,E12000002,North West,Whole,1099
E63001189,Hoylandswaine,,,E12000003,Yorkshire and The Humber,Whole,1100
E63001190,Bentley (Doncaster),,,E12000003,Yorkshire and The Humber,Whole,1101
E63001191,Armthorpe,,,E12000003,Yorkshire and The Humber,Whole,1102
E63000945,Darwen,,,E12000002,North West,Whole,1103
E63001044,Heskin Green,,,E12000002,North West,Whole,1104
E63000946,Higher Wheelton,,,E12000002,North West,Whole,1105
E63000947,Leyland,,,E12000002,North West,Whole,1106
E63000948,Bacup,,,E12000002,North West,Whole,1107
E63000949,Tarleton and Hesketh Bank,,,E12000002,North West,Whole,1108
E63000950,Gowdall,,,E12000003,Yorkshire and The Humber,Whole,1109
E63000951,Winteringham,,,E12000003,Yorkshire and The Humber,Whole,1110
E63000952,Hoddlesden,,,E12000002,North West,Whole,1111
E63000953,Swinefleet,,,E12000003,Yorkshire and The Humber,Whole,1112
E63000954,Withnell,,,E12000002,North West,Whole,1113
E63000955,Hundred End,,,E12000002,North West,Whole,1114
E63001045,Badsworth,,,E12000003,Yorkshire and The Humber,Whole,1115
E63000956,Barton-upon-Humber,,,E12000003,Yorkshire and The Humber,Whole,1116
E63000957,Pontefract,,,E12000003,Yorkshire and The Humber,Whole,1117
E63000958,Snaith,,,E12000003,Yorkshire and The Humber,Whole,1118
E63000959,Haslingden,,,E12000002,North West,Whole,1119
E63000960,Moor Top,,,E12000003,Yorkshire and The Humber,Whole,1120
E63000961,Alkborough,,,E12000003,Yorkshire and The Humber,Whole,1121
E63000962,Brinscall,,,E12000002,North West,Whole,1122
E63000963,Rawcliffe Bridge,,,E12000003,Yorkshire and The Humber,Whole,1123
E63000964,Goxhill,,,E12000003,Yorkshire and The Humber,Whole,1124
E63000965,Barrow upon Humber,,,E12000003,Yorkshire and The Humber,Whole,1125
E63000966,Patrington Haven,,,E12000003,Yorkshire and The Humber,Whole,1126
E63000967,Elland,,,E12000003,Yorkshire and The Humber,Whole,1127
E63000968,Whittle-le-Woods,,,E12000002,North West,Whole,1128
E63000969,Wheelton,,,E12000002,North West,Whole,1129
E63000970,Dewsbury,,,E12000003,Yorkshire and The Humber,Whole,1130
E63000971,Wakefield,,,E12000003,Yorkshire and The Humber,Whole,1131
E63000972,South Ferriby,,,E12000003,Yorkshire and The Humber,Whole,1132
E63000973,Ferriby Sluice,,,E12000003,Yorkshire and The Humber,Whole,1133
E63000974,Whitley (Selby),,,E12000003,Yorkshire and The Humber,Whole,1134
E63000975,Featherstone (Wakefield),,,E12000003,Yorkshire and The Humber,Whole,1135
E63000976,Bretherton,,,E12000002,North West,Whole,1136
E63000977,Wymott,,,E12000002,North West,Whole,1137
E63000978,Banks,,,E12000002,North West,Whole,1138
E63000979,Ossett,,,E12000003,Yorkshire and The Humber,Whole,1139
E63000980,Mirfield,,,E12000003,Yorkshire and The Humber,Whole,1140
E63000981,Streethouse,,,E12000003,Yorkshire and The Humber,Whole,1141
E63000982,Darrington,,,E12000003,Yorkshire and The Humber,Whole,1142
E63000983,Barkisland,,,E12000003,Yorkshire and The Humber,Whole,1143
E63000984,Euxton,,,E12000002,North West,Whole,1144
E63000985,Pollington,,,E12000003,Yorkshire and The Humber,Whole,1145
E63000986,East Halton,,,E12000003,Yorkshire and The Humber,Whole,1146
E63000987,Holywell Green and Stainland,,,E12000003,Yorkshire and The Humber,Whole,1147
E63000988,Easington (East Riding of Yorkshire),,,E12000003,Yorkshire and The Humber,Whole,1148
E63000989,Mere Brow,,,E12000002,North West,Whole,1149
E63000990,Womersley,,,E12000003,Yorkshire and The Humber,Whole,1150
E63000991,Sharlston,,,E12000003,Yorkshire and The Humber,Whole,1151
E63000992,Edenfield,,,E12000002,North West,Whole,1152
E63000993,Garthorpe,,,E12000003,Yorkshire and The Humber,Whole,1153
E63001046,Ulceby,,,E12000003,Yorkshire and The Humber,Whole,1154
E63001047,Towngate,,,E12000002,North West,Whole,1155
E63001048,Appleby,,,E12000003,Yorkshire and The Humber,Whole,1156
E63001049,Fitzwilliam and Kinsley,,,E12000003,Yorkshire and The Humber,Whole,1157
E63001050,Amcotts,,,E12000003,Yorkshire and The Humber,Whole,1158
E63001051,Mawdesley,,,E12000002,North West,Whole,1159
E63001052,Moss,,,E12000003,Yorkshire and The Humber,Whole,1160
E63001053,Havercroft and Ryhill,,,E12000003,Yorkshire and The Humber,Whole,1161
E63001054,Campsall,,,E12000003,Yorkshire and The Humber,Whole,1162
E63001055,Linthwaite and Slaithwaite,,,E12000003,Yorkshire and The Humber,Whole,1163
E63001056,Worlaby,,,E12000003,Yorkshire and The Humber,Whole,1164
E63001057,Coppull,,,E12000002,North West,Whole,1165
E63001058,West Bretton,,,E12000003,Yorkshire and The Humber,Whole,1166
E63001059,Habrough,,,E12000003,Yorkshire and The Humber,Whole,1167
E63001060,Adlington (Chorley),,,E12000002,North West,Whole,1168
E63001061,Upton (Wakefield),,,E12000003,Yorkshire and The Humber,Whole,1169
E63001062,Askern,,,E12000003,Yorkshire and The Humber,Whole,1170
E63001063,Thorne,,,E12000003,Yorkshire and The Humber,Whole,1171
E63001064,Fishlake,,,E12000003,Yorkshire and The Humber,Whole,1172
E63001065,Scarisbrick,,,E12000002,North West,Whole,1173
E63001066,Bescar,,,E12000002,North West,Whole,1174
E63001067,Elsham,,,E12000003,Yorkshire and The Humber,Whole,1175
E63001068,Woolley,,,E12000003,Yorkshire and The Humber,Whole,1176
E63001069,Rochdale,,,E12000002,North West,Whole,1177
E63001070,Emley,,,E12000003,Yorkshire and The Humber,Whole,1178
E63001071,Netherton (Kirklees),,,E12000003,Yorkshire and The Humber,Whole,1179
E63001072,Notton (Wakefield),,,E12000003,Yorkshire and The Humber,Whole,1180
E63001073,Hemsworth,,,E12000003,Yorkshire and The Humber,Whole,1181
E63001074,Crowle (North Lincolnshire),,,E12000003,Yorkshire and The Humber,Whole,1182
E63001075,Kirkburton,,,E12000003,Yorkshire and The Humber,Whole,1183
E63001076,Mossy Lea,,,E12000002,North West,Whole,1184
E63001077,Milnrow,,,E12000002,North West,Whole,1185
E63001078,Drummersdale,,,E12000002,North West,Whole,1186
E63001079,South Hiendley,,,E12000003,Yorkshire and The Humber,Whole,1187
E63001080,Hill Dale,,,E12000002,North West,Whole,1188
E63001081,Gunness,,,E12000003,Yorkshire and The Humber,Whole,1189
E63001082,Burscough,,,E12000002,North West,Whole,1190
E63001083,Stallingborough,,,E12000003,Yorkshire and The Humber,Whole,1191
E63001084,Newhey,,,E12000002,North West,Whole,1192
E63001085,Royston (Barnsley),,,E12000003,Yorkshire and The Humber,Whole,1193
E63001086,Stainforth,,,E12000003,Yorkshire and The Humber,Whole,1194
E63001087,Keadby,,,E12000003,Yorkshire and The Humber,Whole,1195
E63001088,South Elmsall,,,E12000003,Yorkshire and The Humber,Whole,1196
E63001089,Marsden,,,E12000003,Yorkshire and The Humber,Whole,1197
E63001090,Hunger Hill (West Lancashire),,,E12000002,North West,Whole,1198
E63001091,Ealand,,,E12000003,Yorkshire and The Humber,Whole,1199
E63001092,Bottom o' th' Moor,,,E12000002,North West,Whole,1200
E63001387,Mattersey,,,E12000004,East Midlands,Whole,1201
E63001388,Middle Rasen,,,E12000004,East Midlands,Whole,1202
E63001389,Market Rasen,,,E12000004,East Midlands,Whole,1203
E63001390,Ludford,,,E12000004,East Midlands,Whole,1204
E63001391,Thurcroft,,,E12000003,Yorkshire and The Humber,Whole,1205
E63001392,Saltfleetby St Peter,,,E12000004,East Midlands,Whole,1206
E63001393,Marple,,,E12000002,North West,Whole,1207
E63001394,Wythenshawe,,,E12000002,North West,Whole,1208
E63001395,Altrincham,,,E12000002,North West,Whole,1209
E63001396,Oldcotes,,,E12000004,East Midlands,Whole,1210
E63001397,Hoylake,,,E12000002,North West,Whole,1211
E63001398,Cronton,,,E12000002,North West,Whole,1212
E63001399,Clayworth,,,E12000004,East Midlands,Whole,1213
E63001400,Warrington,,,E12000002,North West,Whole,1214
E63001401,Heapham,,,E12000004,East Midlands,Whole,1215
E63001402,Gatley,,,E12000002,North West,Whole,1216
E63001403,Birkenhead,,,E12000002,North West,Whole,1217
E63001404,Cheadle (Stockport),,,E12000002,North West,Whole,1218
E63001405,Normanby-by-Spital,,,E12000004,East Midlands,Whole,1219
E63001406,Waverley and Catcliffe,,,E12000003,Yorkshire and The Humber,Whole,1220
E63001407,Ranskill,,,E12000004,East Midlands,Whole,1221
E63001408,Laughton en le Morthen,,,E12000003,Yorkshire and The Humber,Whole,1222
E63001409,Treeton,,,E12000003,Yorkshire and The Humber,Whole,1223
E63001410,Manby,,,E12000004,East Midlands,Whole,1224
E63001411,Louth,,,E12000004,East Midlands,Whole,1225
E63001412,Langold,,,E12000003,Yorkshire and The Humber,Part,1226
E63001412,Langold,,,E12000004,East Midlands,Part,1227
E63001413,Blyth (Bassetlaw),,,E12000004,East Midlands,Whole,1228
E63001414,Marpleridge,,,E12000002,North West,Whole,1229
E63001415,Greasby,,,E12000002,North West,Whole,1230
E63001416,Hayfield,,,E12000004,East Midlands,Whole,1231
E63001417,Upton (West Lindsey),,,E12000004,East Midlands,Whole,1232
E63001418,Lymm,,,E12000002,North West,Whole,1233
E63001419,Birch Vale,,,E12000004,East Midlands,Whole,1234
E63001420,Lea (West Lindsey),,,E12000004,East Midlands,Whole,1235
E63001421,Bowdon,,,E12000002,North West,Whole,1236
E63001422,West Kirby,,,E12000002,North West,Whole,1237
E63001423,Hazel Grove,,,E12000002,North West,Whole,1238
E63001424,Sheffield,,,E12000003,Yorkshire and The Humber,Part,1239
E63001424,Sheffield,,,E12000004,East Midlands,Part,1240
E63001425,Widnes,,,E12000002,North West,Whole,1241
E63001426,Dinnington (Rotherham),,,E12000003,Yorkshire and The Humber,Whole,1242
E63001427,Bole,,,E12000004,East Midlands,Whole,1243
E63001428,Lound,,,E12000004,East Midlands,Whole,1244
E63001429,Cheadle Hulme,,,E12000002,North West,Whole,1245
E63001430,Kexby,,,E12000004,East Midlands,Whole,1246
E63001431,North Wheatley,,,E12000004,East Midlands,Whole,1247
E63001432,New Mills,,,E12000002,North West,Part,1248
E63001432,New Mills,,,E12000004,East Midlands,Part,1249
E63001433,High Lane,,,E12000002,North West,Whole,1250
E63001483,East Barkwith,,,E12000004,East Midlands,Whole,1251
E63001241,Swinton (Salford),,,E12000002,North West,Whole,1252
E63001242,Pendlebury,,,E12000002,North West,Whole,1253
E63001243,Hibaldstow,,,E12000003,Yorkshire and The Humber,Whole,1254
E63001244,Bamfurlong (Wigan),,,E12000002,North West,Whole,1255
E63001245,Jump,,,E12000003,Yorkshire and The Humber,Whole,1256
E63001246,Brampton (Rotherham),,,E12000003,Yorkshire and The Humber,Whole,1257
E63001247,Caistor,,,E12000004,East Midlands,Whole,1258
E63001248,Upper Hoyland,,,E12000003,Yorkshire and The Humber,Whole,1259
E63001249,Auckley,,,E12000003,Yorkshire and The Humber,Whole,1260
E63001250,Rainford,,,E12000002,North West,Whole,1261
E63001251,Thurgoland,,,E12000003,Yorkshire and The Humber,Whole,1262
E63001252,Higher Folds,,,E12000002,North West,Whole,1263
E63001253,Birdwell,,,E12000003,Yorkshire and The Humber,Whole,1264
E63001254,Failsworth,,,E12000002,North West,Whole,1265
E63001255,Scotter,,,E12000004,East Midlands,Whole,1266
E63001484,Mere (Cheshire East),,,E12000002,North West,Whole,1267
E63001256,Worsley,,,E12000002,North West,Whole,1268
E63001485,Hathersage,,,E12000004,East Midlands,Whole,1269
E63001257,Woodhouses,,,E12000002,North West,Whole,1270
E63001486,Wickenby,,,E12000004,East Midlands,Whole,1271
E63001258,Wath upon Dearne,,,E12000003,Yorkshire and The Humber,Whole,1272
E63001487,Retford,,,E12000004,East Midlands,Whole,1273
E63001259,Hoyland,,,E12000003,Yorkshire and The Humber,Whole,1274
E63001488,Shireoaks,,,E12000003,Yorkshire and The Humber,Part,1275
E63001260,Leigh (Wigan),,,E12000002,North West,Whole,1276
E63001488,Shireoaks,,,E12000004,East Midlands,Part,1277
E63001261,Blaxton,,,E12000003,Yorkshire and The Humber,Whole,1278
E63001489,Wilmslow,,,E12000002,North West,Whole,1279
E63001490,Ridgeway,,,E12000004,East Midlands,Whole,1280
E63001491,Whaley Bridge,,,E12000004,East Midlands,Whole,1281
E63001492,South Leverton,,,E12000004,East Midlands,Whole,1282
E63001493,Thorpe Salvin,,,E12000003,Yorkshire and The Humber,Whole,1283
E63001494,Ranby,,,E12000004,East Midlands,Whole,1284
E63001495,Aisthorpe and Brattleby,,,E12000004,East Midlands,Whole,1285
E63001496,Killamarsh,,,E12000003,Yorkshire and The Humber,Part,1286
E63001496,Killamarsh,,,E12000004,East Midlands,Part,1287
E63001497,Chapel-en-le-Frith,,,E12000004,East Midlands,Whole,1288
E63001498,Sutton on Sea and Trusthorpe,,,E12000004,East Midlands,Whole,1289
E63001499,Harthill (Rotherham),,,E12000003,Yorkshire and The Humber,Whole,1290
E63001500,Sturton by Stow,,,E12000004,East Midlands,Whole,1291
E63001501,Adlington (Cheshire East),,,E12000002,North West,Whole,1292
E63001502,Welton (West Lindsey),,,E12000004,East Midlands,Whole,1293
E63001503,Rhodesia,,,E12000004,East Midlands,Whole,1294
E63001504,Scampton,,,E12000004,East Midlands,Whole,1295
E63001505,Mobberley,,,E12000002,North West,Whole,1296
E63001506,Worksop,,,E12000004,East Midlands,Whole,1297
E63001507,Cottam (Bassetlaw),,,E12000004,East Midlands,Whole,1298
E63001508,Treswell,,,E12000004,East Midlands,Whole,1299
E63001509,Dunholme,,,E12000004,East Midlands,Whole,1300
E63001510,Goulceby,,,E12000004,East Midlands,Whole,1301
E63001511,Knolls Green,,,E12000002,North West,Whole,1302
E63001512,Marsh Lane,,,E12000004,East Midlands,Whole,1303
E63001513,Eckington (North East Derbyshire),,,E12000004,East Midlands,Whole,1304
E63001514,Spinkhill,,,E12000004,East Midlands,Whole,1305
E63001515,Darfoulds,,,E12000004,East Midlands,Whole,1306
E63001516,Scamblesby,,,E12000004,East Midlands,Whole,1307
E63001517,Dronfield,,,E12000004,East Midlands,Whole,1308
E63001518,Knutsford,,,E12000002,North West,Whole,1309
E63001519,Grindleford,,,E12000004,East Midlands,Whole,1310
E63001520,Rampton (Bassetlaw),,,E12000004,East Midlands,Whole,1311
E63001521,Mottram St Andrew,,,E12000002,North West,Whole,1312
E63001522,Hooton,,,E12000002,North West,Whole,1313
E63001523,Alderley Edge,,,E12000002,North West,Whole,1314
E63001524,Neston (Cheshire West and Chester),,,E12000002,North West,Whole,1315
E63001525,Childer Thornton,,,E12000002,North West,Whole,1316
E63001526,Dove Holes,,,E12000004,East Midlands,Whole,1317
E63001527,Wragby,,,E12000004,East Midlands,Whole,1318
E63001528,Torksey Lock,,,E12000004,East Midlands,Whole,1319
E63001529,Willaston (Cheshire West and Chester),,,E12000002,North West,Whole,1320
E63001530,Woodbeck,,,E12000004,East Midlands,Whole,1321
E63001192,Oldham,,,E12000002,North West,Whole,1322
E63001193,Grasby,,,E12000004,East Midlands,Whole,1323
E63001194,Lees,,,E12000002,North West,Whole,1324
E63001195,Ince-in-Makerfield,,,E12000002,North West,Whole,1325
E63001196,Crow Edge,,,E12000003,Yorkshire and The Humber,Whole,1326
E63001197,Darfield,,,E12000003,Yorkshire and The Humber,Whole,1327
E63001198,Hindley,,,E12000002,North West,Whole,1328
E63001199,Orrell,,,E12000002,North West,Whole,1329
E63001200,Silkstone Common,,,E12000003,Yorkshire and The Humber,Whole,1330
E63001201,Messingham,,,E12000003,Yorkshire and The Humber,Whole,1331
E63001202,Howsham,,,E12000003,Yorkshire and The Humber,Whole,1332
E63001203,Chadderton,,,E12000002,North West,Whole,1333
E63001204,Worsbrough,,,E12000003,Yorkshire and The Humber,Whole,1334
E63001205,Goldthorpe,,,E12000003,Yorkshire and The Humber,Whole,1335
E63001206,Epworth,,,E12000003,Yorkshire and The Humber,Whole,1336
E63001207,Little Hulton,,,E12000002,North West,Whole,1337
E63001208,Hightown (Sefton),,,E12000002,North West,Whole,1338
E63001209,Lydiate,,,E12000002,North West,Whole,1339
E63001210,Prestwich,,,E12000002,North West,Whole,1340
E63001211,Wroot,,,E12000003,Yorkshire and The Humber,Whole,1341
E63001212,Ince Blundell,,,E12000002,North West,Whole,1342
E63001213,Atherton,,,E12000002,North West,Whole,1343
E63001214,Waltham,,,E12000003,Yorkshire and The Humber,Whole,1344
E63001215,Thurlstone,,,E12000003,Yorkshire and The Humber,Whole,1345
E63001216,Millhouse Green,,,E12000003,Yorkshire and The Humber,Whole,1346
E63001217,Barnoldby le Beck,,,E12000003,Yorkshire and The Humber,Whole,1347
E63001218,Penistone,,,E12000003,Yorkshire and The Humber,Whole,1348
E63001219,Wombwell,,,E12000003,Yorkshire and The Humber,Whole,1349
E63001220,Barnburgh and Harlington,,,E12000003,Yorkshire and The Humber,Whole,1350
E63001221,Bolton upon Dearne,,,E12000003,Yorkshire and The Humber,Whole,1351
E63001222,Walkden,,,E12000002,North West,Whole,1352
E63001223,Holton le Clay,,,E12000003,Yorkshire and The Humber,Part,1353
E63001223,Holton le Clay,,,E12000004,East Midlands,Part,1354
E63001224,Platt Bridge and Abram,,,E12000002,North West,Whole,1355
E63001225,Wardley,,,E12000002,North West,Whole,1356
E63001226,Mossley,,,E12000002,North West,Whole,1357
E63001227,Clifton (Salford),,,E12000002,North West,Whole,1358
E63001228,Sprotbrough,,,E12000003,Yorkshire and The Humber,Whole,1359
E63001229,Doncaster,,,E12000003,Yorkshire and The Humber,Whole,1360
E63001230,Oxspring,,,E12000003,Yorkshire and The Humber,Whole,1361
E63001231,Bickershaw,,,E12000002,North West,Whole,1362
E63001232,Maghull,,,E12000002,North West,Whole,1363
E63001233,High Melton,,,E12000003,Yorkshire and The Humber,Whole,1364
E63001234,Brigsley,,,E12000003,Yorkshire and The Humber,Whole,1365
E63001235,Land Gate,,,E12000002,North West,Whole,1366
E63001236,North Kelsey,,,E12000004,East Midlands,Whole,1367
E63001237,Tyldesley,,,E12000002,North West,Whole,1368
E63001238,Hemingfield,,,E12000003,Yorkshire and The Humber,Whole,1369
E63001239,Branton,,,E12000003,Yorkshire and The Humber,Whole,1370
E63001240,Tetney,,,E12000004,East Midlands,Whole,1371
E63001262,Billinge,,,E12000002,North West,Whole,1372
E63001263,Mexborough,,,E12000003,Yorkshire and The Humber,Whole,1373
E63001264,Astley,,,E12000002,North West,Whole,1374
E63001265,Owston Ferry,,,E12000003,Yorkshire and The Humber,Whole,1375
E63001266,Redbourne,,,E12000003,Yorkshire and The Humber,Whole,1376
E63001267,Nettleton,,,E12000004,East Midlands,Whole,1377
E63001268,Ashton-under-Lyne,,,E12000002,North West,Whole,1378
E63001269,Ashton-in-Makerfield,,,E12000002,North West,Whole,1379
E63001270,Upper Tankersley,,,E12000003,Yorkshire and The Humber,Whole,1380
E63001271,Westwoodside,,,E12000003,Yorkshire and The Humber,Whole,1381
E63001272,Haxey,,,E12000003,Yorkshire and The Humber,Whole,1382
E63001273,Crosby (Sefton),,,E12000002,North West,Whole,1383
E63001274,Salford,,,E12000002,North West,Whole,1384
E63001275,Marshchapel,,,E12000004,East Midlands,Whole,1385
E63001276,Denaby Main,,,E12000003,Yorkshire and The Humber,Whole,1386
E63001277,Scotton (West Lindsey),,,E12000004,East Midlands,Whole,1387
E63001278,Stalybridge,,,E12000002,North West,Whole,1388
E63001279,Finningley,,,E12000003,Yorkshire and The Humber,Whole,1389
E63001280,Swinton (Rotherham),,,E12000003,Yorkshire and The Humber,Whole,1390
E63001281,Eccles (Salford),,,E12000002,North West,Whole,1391
E63001282,Aintree,,,E12000002,North West,Whole,1392
E63001283,Conisbrough,,,E12000003,Yorkshire and The Humber,Whole,1393
E63001284,Kirkby,,,E12000002,North West,Whole,1394
E63001285,Droylsden,,,E12000002,North West,Whole,1395
E63001286,Warmsworth,,,E12000003,Yorkshire and The Humber,Whole,1396
E63001287,North Thoresby,,,E12000004,East Midlands,Whole,1397
E63001288,Kirton in Lindsey,,,E12000003,Yorkshire and The Humber,Whole,1398
E63001289,South Kelsey,,,E12000004,East Midlands,Whole,1399
E63001290,Stocksbridge,,,E12000003,Yorkshire and The Humber,Whole,1400
E63001531,Renishaw,,,E12000004,East Midlands,Whole,1401
E63001532,Windle Hill,,,E12000002,North West,Whole,1402
E63001533,Holmesfield,,,E12000004,East Midlands,Whole,1403
E63001534,Comberbach,,,E12000002,North West,Whole,1404
E63001535,Frodsham,,,E12000002,North West,Whole,1405
E63001536,Bollington,,,E12000002,North West,Whole,1406
E63001537,Scothern,,,E12000004,East Midlands,Whole,1407
E63001538,Pickmere,,,E12000002,North West,Whole,1408
E63001539,Prestbury (Cheshire East),,,E12000002,North West,Whole,1409
E63001540,Great Warford,,,E12000002,North West,Whole,1410
E63001541,Barlborough,,,E12000004,East Midlands,Whole,1411
E63001542,Whitwell (Bolsover),,,E12000004,East Midlands,Whole,1412
E63001543,Unstone Green,,,E12000004,East Midlands,Whole,1413
E63001544,Bilsby,,,E12000004,East Midlands,Whole,1414
E63001545,Eyam,,,E12000004,East Midlands,Whole,1415
E63001546,Huttoft,,,E12000004,East Midlands,Whole,1416
E63001547,Langworth,,,E12000004,East Midlands,Whole,1417
E63001548,Gamston (Bassetlaw),,,E12000004,East Midlands,Whole,1418
E63001549,Froggatt,,,E12000004,East Midlands,Whole,1419
E63001550,Elkesley,,,E12000004,East Midlands,Whole,1420
E63001551,Anderby Creek,,,E12000004,East Midlands,Whole,1421
E63001552,Tideswell,,,E12000004,East Midlands,Whole,1422
E63001553,Elton (Cheshire West and Chester),,,E12000002,North West,Whole,1423
E63001554,Ellesmere Port,,,E12000002,North West,Whole,1424
E63001555,Rainow,,,E12000002,North West,Whole,1425
E63001556,Alford (East Lindsey),,,E12000004,East Midlands,Whole,1426
E63001557,Laughterton,,,E12000004,East Midlands,Whole,1427
E63001558,Sudbrooke,,,E12000004,East Midlands,Whole,1428
E63001559,Clowne,,,E12000004,East Midlands,Whole,1429
E63001560,Barrow Hill,,,E12000004,East Midlands,Whole,1430
E63001561,Riseholme,,,E12000004,East Midlands,Whole,1431
E63001562,Saxilby,,,E12000004,East Midlands,Whole,1432
E63001563,Nether Alderley,,,E12000002,North West,Whole,1433
E63001564,Belchford,,,E12000004,East Midlands,Whole,1434
